Date,Year,Company,Ticker,Exchange,Open,High,Low,Close,Volume
2025-10-06,2025,Tata Steel Limited,TATASTEEL.NS,NSE,173.3,177.82,169.3,173.86,149917238
2025-10-13,2025,Tata Steel Limited,TATASTEEL.NS,NSE,173.0,176.45,169.25,172.22,90365435
2025-10-20,2025,Tata Steel Limited,TATASTEEL.NS,NSE,173.3,177.35,170.82,174.44,77220452
2025-10-27,2025,Tata Steel Limited,TATASTEEL.NS,NSE,175.89,186.94,175.53,182.84,175267099
2025-11-03,2025,Tata Steel Limited,TATASTEEL.NS,NSE,182.4,184.1,175.01,181.37,78229013
2025-11-10,2025,Tata Steel Limited,TATASTEEL.NS,NSE,182.03,184.0,172.12,174.26,171951896
2025-11-17,2025,Tata Steel Limited,TATASTEEL.NS,NSE,175.13,175.25,167.7,168.0,126486035
2025-11-24,2025,Tata Steel Limited,TATASTEEL.NS,NSE,168.0,171.0,165.08,167.96,95753041
2025-12-01,2025,Tata Steel Limited,TATASTEEL.NS,NSE,169.0,169.65,165.0,167.11,90907841
2025-12-08,2025,Tata Steel Limited,TATASTEEL.NS,NSE,167.09,172.5,160.06,171.89,137810812
2025-12-15,2025,Tata Steel Limited,TATASTEEL.NS,NSE,170.95,173.17,167.56,168.69,99461910
2025-12-22,2025,Tata Steel Limited,TATASTEEL.NS,NSE,169.04,171.65,167.82,169.12,75412618
2025-12-29,2025,Tata Steel Limited,TATASTEEL.NS,NSE,169.51,183.85,169.29,182.88,177154863
2026-01-05,2026,Tata Steel Limited,TATASTEEL.NS,NSE,182.88,187.85,177.33,178.4,141165531
2026-01-12,2026,Tata Steel Limited,TATASTEEL.NS,NSE,178.4,191.0,177.64,188.21,126873645
2026-01-19,2026,Tata Steel Limited,TATASTEEL.NS,NSE,187.1,192.4,180.88,187.61,139016640
2026-01-26,2026,Tata Steel Limited,TATASTEEL.NS,NSE,187.61,202.99,184.26,185.38,215026249
2026-02-02,2026,Tata Steel Limited,TATASTEEL.NS,NSE,185.38,199.0,182.55,197.06,117669586
2026-02-09,2026,Tata Steel Limited,TATASTEEL.NS,NSE,202.0,211.1,197.55,203.18,242289739
2026-02-16,2026,Tata Steel Limited,TATASTEEL.NS,NSE,201.0,211.39,200.55,208.36,139151824
2026-02-23,2026,Tata Steel Limited,TATASTEEL.NS,NSE,210.0,216.45,205.5,212.33,146785319
2026-03-02,2026,Tata Steel Limited,TATASTEEL.NS,NSE,205.0,214.34,194.43,198.46,172204700
2026-03-09,2026,Tata Steel Limited,TATASTEEL.NS,NSE,193.45,198.88,182.26,183.51,170108187
2026-03-16,2026,Tata Steel Limited,TATASTEEL.NS,NSE,183.0,199.44,181.25,196.77,187843302
2026-03-23,2026,Tata Steel Limited,TATASTEEL.NS,NSE,193.0,197.15,186.51,193.22,150420781
2026-03-30,2026,Tata Steel Limited,TATASTEEL.NS,NSE,192.0,200.2,187.95,194.14,109362577
2026-04-06,2026,Tata Steel Limited,TATASTEEL.NS,NSE,193.02,209.0,190.25,206.61,162464012
2026-04-13,2026,Tata Steel Limited,TATASTEEL.NS,NSE,203.7,211.15,201.5,208.72,56704145
2020-12-28,2020,Reliance Industries Limited,RELIANCE.NS,NSE,901.42,905.5,898.7,901.19,10015175
2021-01-04,2021,Reliance Industries Limited,RELIANCE.NS,NSE,904.64,906.36,863.85,876.8,154904198
2021-01-11,2021,Reliance Industries Limited,RELIANCE.NS,NSE,879.11,895.5,858.12,878.5,143235339
2021-01-18,2021,Reliance Industries Limited,RELIANCE.NS,NSE,883.78,961.27,872.11,929.35,167652012
2021-01-25,2021,Reliance Industries Limited,RELIANCE.NS,NSE,922.71,922.71,829.78,835.2,174357432
2021-02-01,2021,Reliance Industries Limited,RELIANCE.NS,NSE,843.11,885.1,837.94,872.29,151827709
2021-02-08,2021,Reliance Industries Limited,RELIANCE.NS,NSE,876.51,942.23,873.9,925.73,135058004
2021-02-15,2021,Reliance Industries Limited,RELIANCE.NS,NSE,928.65,956.01,918.2,943.27,103006113
2021-02-22,2021,Reliance Industries Limited,RELIANCE.NS,NSE,943.14,975.78,904.57,945.77,132593014
2021-03-01,2021,Reliance Industries Limited,RELIANCE.NS,NSE,956.83,1006.57,935.2,987.89,113703405
2021-03-08,2021,Reliance Industries Limited,RELIANCE.NS,NSE,983.27,1012.01,963.04,969.25,63045635
2021-03-15,2021,Reliance Industries Limited,RELIANCE.NS,NSE,970.37,974.38,899.06,944.04,112217045
2021-03-22,2021,Reliance Industries Limited,RELIANCE.NS,NSE,939.06,956.6,894.94,904.44,94998307
2021-03-29,2021,Reliance Industries Limited,RELIANCE.NS,NSE,904.44,929.49,903.03,916.77,48415809
2021-04-05,2021,Reliance Industries Limited,RELIANCE.NS,NSE,918.18,928.13,889.68,898.72,82557719
2021-04-12,2021,Reliance Industries Limited,RELIANCE.NS,NSE,888.27,889.36,861.63,876.07,75693335
2021-04-19,2021,Reliance Industries Limited,RELIANCE.NS,NSE,863.33,870.13,850.95,863.49,62002287
2021-04-26,2021,Reliance Industries Limited,RELIANCE.NS,NSE,870.59,927.04,866.73,904.37,95203114
2021-05-03,2021,Reliance Industries Limited,RELIANCE.NS,NSE,891.45,897.34,864.51,875.92,84796839
2021-05-10,2021,Reliance Industries Limited,RELIANCE.NS,NSE,879.2,882.74,864.24,878.43,53889078
2021-05-17,2021,Reliance Industries Limited,RELIANCE.NS,NSE,878.43,914.32,875.3,908.02,62463135
2021-05-24,2021,Reliance Industries Limited,RELIANCE.NS,NSE,910.49,954.47,888.73,949.85,114101291
2021-05-31,2021,Reliance Industries Limited,RELIANCE.NS,NSE,953.11,1020.22,945.43,993.24,150211039
2021-06-07,2021,Reliance Industries Limited,RELIANCE.NS,NSE,998.46,1016.59,978.48,1003.51,65338900
2021-06-14,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1007.85,1035.11,991.88,1012.7,91419001
2021-06-21,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1002.62,1028.78,946.93,957.55,188529309
2021-06-28,2021,Reliance Industries Limited,RELIANCE.NS,NSE,965.54,970.5,946.88,968.74,93804990
2021-07-05,2021,Reliance Industries Limited,RELIANCE.NS,NSE,972.11,979.89,940.1,942.42,52450438
2021-07-12,2021,Reliance Industries Limited,RELIANCE.NS,NSE,946.31,962.24,943.92,961.17,42111510
2021-07-19,2021,Reliance Industries Limited,RELIANCE.NS,NSE,955.53,971.2,948.25,958.12,33005340
2021-07-26,2021,Reliance Industries Limited,RELIANCE.NS,NSE,959.17,965.08,917.42,926.09,61228385
2021-08-02,2021,Reliance Industries Limited,RELIANCE.NS,NSE,934.73,980.46,928.75,950.54,73785268
2021-08-09,2021,Reliance Industries Limited,RELIANCE.NS,NSE,946.88,978.23,940.28,976.3,49516817
2021-08-16,2021,Reliance Industries Limited,RELIANCE.NS,NSE,977.98,1002.39,968.33,977.48,54095755
2021-08-23,2021,Reliance Industries Limited,RELIANCE.NS,NSE,989.2,1021.46,970.22,1013.49,64169678
2021-08-30,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1023.78,1089.75,1017.77,1086.8,92279209
2021-09-06,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1097.94,1128.43,1095.05,1103.68,74256492
2021-09-13,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1107.04,1117.44,1076.56,1087.73,82621606
2021-09-20,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1079.33,1140.01,1078.38,1129.66,63632027
2021-09-27,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1131.61,1169.38,1126.29,1148.31,65678549
2021-10-04,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1161.65,1221.43,1154.39,1215.45,56820225
2021-10-11,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1229.17,1237.63,1201.8,1228.71,40033908
2021-10-18,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1214.25,1251.9,1184.49,1195.5,66997602
2021-10-25,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1219.43,1219.43,1138.3,1154.02,60964099
2021-11-01,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1154.02,1163.01,1119.78,1137.01,39745330
2021-11-08,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1146.36,1182.46,1117.69,1179.89,65707969
2021-11-15,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1183.03,1184.03,1114.8,1125.38,34848504
2021-11-22,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1108.45,1138.44,1050.62,1097.76,124436676
2021-11-29,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1109.82,1137.53,1086.96,1095.78,98545155
2021-12-06,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1099.31,1126.11,1072.53,1118.85,51889515
2021-12-13,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1125.47,1125.75,1055.63,1064.93,66071325
2021-12-20,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1054.65,1088.39,1022.46,1079.65,61779845
2021-12-27,2021,Reliance Industries Limited,RELIANCE.NS,NSE,1074.53,1100.67,1067.28,1077.54,64627609
2022-01-03,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1076.1,1127.06,1075.44,1108.41,55472689
2022-01-10,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1115.69,1168.15,1099.33,1155.28,72039225
2022-01-17,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1154.82,1167.11,1115.69,1127.45,53840047
2022-01-24,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1126.15,1139.69,1048.8,1062.84,81067300
2022-01-31,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1073.92,1101.4,1056.13,1060.77,55995963
2022-02-07,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1065.64,1090.07,1048.8,1081.29,62669402
2022-02-14,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1064.84,1117.69,1052.44,1103.13,51953854
2022-02-21,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1097.49,1109.09,1020.77,1039.22,71328956
2022-02-28,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1020.59,1098.79,1020.59,1058.15,63761647
2022-03-07,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1036.84,1097.03,991.93,1091.64,89924828
2022-03-14,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1086.07,1136.35,1065.11,1129.2,56838373
2022-03-21,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1112.05,1190.31,1109.77,1181.14,77409472
2022-03-28,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1187.58,1223.07,1176.89,1208.44,55533637
2022-04-04,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1208.26,1217.16,1164.83,1190.15,63985241
2022-04-11,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1183.03,1200.57,1158.23,1161.03,32826186
2022-04-18,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1152.55,1274.94,1147.45,1255.29,97951071
2022-04-25,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1247.83,1299.58,1211.99,1269.6,92458764
2022-05-02,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1256.74,1276.54,1180.1,1192.43,65575283
2022-05-09,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1171.63,1181.71,1078.38,1104.13,94038427
2022-05-16,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1107.7,1203.23,1099.6,1194.16,83758736
2022-05-23,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1197.36,1208.83,1155.78,1171.7,75899113
2022-05-30,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1189.86,1281.93,1180.39,1264.71,140317400
2022-06-06,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1264.93,1280.4,1229.22,1235.02,71302019
2022-06-13,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1205.78,1216.16,1162.1,1178.48,85099312
2022-06-20,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1185.31,1190.81,1112.5,1137.55,68090609
2022-06-27,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1157.98,1190.27,1076.1,1095.99,153362630
2022-07-04,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1082.45,1121.56,1076.6,1088.12,125759922
2022-07-11,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1081.34,1110.09,1078.38,1092.85,65424113
2022-07-18,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1101.58,1156.87,1088.53,1138.94,83018267
2022-07-25,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1122.72,1145.31,1092.94,1141.83,70695582
2022-08-01,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1146.24,1191.11,1140.99,1153.0,72278499
2022-08-08,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1151.64,1201.85,1151.64,1198.05,41738679
2022-08-15,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1198.05,1218.02,1185.28,1189.33,30074102
2022-08-22,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1194.65,1218.85,1180.5,1195.11,48133770
2022-08-29,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1180.04,1212.0,1152.97,1155.16,75887313
2022-09-05,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1155.39,1191.46,1155.39,1172.88,45087861
2022-09-12,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1173.45,1200.45,1137.13,1140.88,55585603
2022-09-19,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1140.88,1158.45,1112.07,1113.62,45035232
2022-09-26,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1092.88,1107.46,1054.96,1085.43,78916255
2022-10-03,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1091.71,1118.42,1078.7,1110.36,41868075
2022-10-10,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1097.87,1103.63,1069.62,1082.22,39396388
2022-10-17,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1075.05,1153.96,1069.85,1128.28,65352822
2022-10-24,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1122.98,1157.22,1110.56,1153.18,45725925
2022-10-31,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1159.96,1186.89,1144.89,1183.58,54634269
2022-11-07,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1182.78,1203.33,1170.0,1201.41,41320327
2022-11-14,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1200.93,1206.06,1173.7,1185.82,37810354
2022-11-21,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1181.41,1198.26,1157.9,1194.93,36154525
2022-11-28,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1190.95,1257.65,1142.15,1242.65,89826776
2022-12-05,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1238.02,1240.19,1187.74,1191.05,52297663
2022-12-12,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1180.27,1204.67,1167.79,1171.19,49608037
2022-12-19,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1178.22,1201.96,1137.7,1142.25,41433308
2022-12-26,2022,Reliance Industries Limited,RELIANCE.NS,NSE,1147.97,1176.39,1137.77,1162.79,33433030
2023-01-02,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1164.07,1177.3,1143.07,1158.09,42226694
2023-01-09,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1161.92,1189.63,1111.39,1126.45,68586804
2023-01-16,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1128.78,1137.18,1107.92,1115.06,64693481
2023-01-23,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1117.96,1125.81,1055.26,1066.99,65658866
2023-01-30,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1064.41,1089.95,1046.75,1063.18,102173735
2023-02-06,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1056.79,1082.28,1046.75,1066.67,75096854
2023-02-13,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1068.29,1124.72,1056.13,1113.94,87252011
2023-02-20,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1116.13,1118.3,1077.95,1088.15,52458827
2023-02-27,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1087.37,1092.6,1056.17,1088.93,68722240
2023-03-06,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1095.59,1106.82,1056.81,1060.3,55523792
2023-03-13,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1063.18,1070.03,1005.3,1014.84,102905041
2023-03-20,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1011.14,1046.04,995.16,1005.8,80470358
2023-03-27,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1012.28,1069.78,1004.38,1064.12,73606013
2023-04-03,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1070.48,1074.59,1053.85,1068.86,44991017
2023-04-10,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1072.77,1080.89,1059.78,1075.28,54061070
2023-04-17,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1106.98,1106.98,1061.81,1072.31,55263177
2023-04-24,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1084.18,1106.5,1071.85,1104.95,55522481
2023-05-01,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1104.95,1123.6,1101.55,1114.65,37425495
2023-05-08,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1118.42,1145.58,1115.75,1134.1,44003959
2023-05-15,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1136.63,1143.32,1104.2,1114.74,42925517
2023-05-22,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1111.57,1145.35,1102.92,1144.21,45753317
2023-05-29,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1150.83,1158.45,1118.87,1120.79,78854071
2023-06-05,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1126.27,1148.93,1122.27,1133.0,46662663
2023-06-12,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1130.06,1178.86,1125.26,1176.57,66902438
2023-06-19,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1179.59,1179.59,1146.72,1147.97,34928989
2023-06-26,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1144.44,1167.1,1135.15,1164.18,44836186
2023-07-03,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1167.74,1216.54,1166.51,1202.23,62957346
2023-07-10,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1227.47,1279.1,1221.13,1251.12,101850277
2023-07-17,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1254.0,1303.75,1245.32,1255.61,156176371
2023-07-24,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1227.05,1259.69,1221.26,1250.22,86719648
2023-07-31,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1250.22,1265.63,1215.7,1241.17,63889980
2023-08-07,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1246.83,1265.55,1227.1,1259.77,64963456
2023-08-14,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1255.74,1277.4,1240.68,1264.54,52092646
2023-08-21,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1256.21,1263.87,1208.06,1220.8,62815162
2023-08-28,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1226.92,1232.87,1191.13,1197.46,81377858
2023-09-04,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1197.46,1218.98,1193.81,1215.11,62985732
2023-09-11,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1216.99,1232.38,1204.21,1219.9,77008306
2023-09-18,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1211.06,1216.5,1166.37,1168.82,96001152
2023-09-25,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1166.57,1182.75,1153.96,1163.89,62925804
2023-10-02,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1163.89,1163.89,1139.12,1150.48,35530150
2023-10-09,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1145.57,1171.01,1139.07,1166.02,50331794
2023-10-16,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1163.89,1174.8,1139.71,1141.1,43721404
2023-10-23,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1136.59,1144.65,1101.99,1124.58,46468268
2023-10-30,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1128.65,1158.9,1126.64,1151.33,59343192
2023-11-06,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1157.58,1161.9,1140.58,1148.95,47740566
2023-11-13,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1152.92,1178.35,1147.36,1169.12,36969002
2023-11-20,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1165.65,1192.47,1159.62,1188.16,36520478
2023-11-27,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1188.16,1197.11,1176.24,1188.35,69106306
2023-12-04,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1216.0,1229.25,1190.49,1218.85,63054046
2023-12-11,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1218.98,1240.82,1194.31,1238.63,59198950
2023-12-18,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1238.63,1289.88,1236.32,1273.1,79029752
2023-12-25,2023,Reliance Industries Limited,RELIANCE.NS,NSE,1273.1,1297.4,1271.94,1282.98,39837040
2024-01-01,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1280.8,1307.32,1277.05,1294.27,38216060
2024-01-08,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1295.41,1363.24,1275.04,1360.65,62978482
2024-01-15,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1364.9,1386.19,1341.32,1357.4,50579142
2024-01-22,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1357.4,1361.67,1312.83,1343.13,53783420
2024-01-29,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1354.48,1464.06,1350.18,1446.99,86119592
2024-02-05,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1450.02,1461.16,1409.39,1450.02,54410416
2024-02-12,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1450.02,1473.82,1431.75,1449.84,41282192
2024-02-19,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1451.31,1486.55,1442.85,1482.65,59499928
2024-02-26,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1482.58,1488.98,1439.52,1481.16,62749002
2024-03-04,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1479.52,1501.34,1464.71,1468.06,33253490
2024-03-11,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1478.06,1478.06,1402.52,1407.81,72026862
2024-03-18,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1409.57,1449.27,1406.12,1444.33,58468506
2024-03-25,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1444.33,1494.89,1428.43,1474.93,49596914
2024-04-01,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1481.51,1483.02,1439.35,1449.37,42864908
2024-04-08,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1452.23,1480.02,1450.27,1456.37,40117874
2024-04-15,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1450.27,1475.08,1432.42,1459.32,57015716
2024-04-22,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1461.63,1482.53,1430.91,1441.88,60776466
2024-04-29,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1439.35,1472.18,1405.75,1423.46,50461840
2024-05-06,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1424.95,1429.42,1377.88,1397.08,52865390
2024-05-13,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1389.61,1428.92,1373.83,1424.28,46745744
2024-05-20,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1425.15,1481.26,1415.13,1469.37,43160768
2024-05-27,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1469.35,1473.99,1409.67,1419.89,66109418
2024-06-03,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1472.1,1503.37,1349.31,1459.15,112116348
2024-06-10,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1459.15,1482.38,1443.99,1466.69,48447562
2024-06-17,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1466.69,1476.57,1429.99,1443.52,63206776
2024-06-24,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1434.9,1569.38,1426.94,1553.9,95279020
2024-07-01,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1551.05,1586.76,1531.44,1576.95,43630058
2024-07-08,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1577.33,1596.98,1551.67,1584.99,48461116
2024-07-15,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1592.66,1594.05,1541.39,1543.72,40155290
2024-07-22,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1525.96,1526.2,1452.25,1497.94,72019598
2024-07-29,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1500.84,1516.28,1482.3,1488.31,46856574
2024-08-05,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1469.13,1473.0,1422.72,1463.47,54094426
2024-08-12,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1459.2,1469.52,1443.02,1467.34,30134016
2024-08-19,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1471.61,1500.22,1469.62,1488.95,49674982
2024-08-26,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1500.98,1533.6,1487.06,1503.62,104633644
2024-09-02,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1504.86,1520.73,1455.81,1459.0,69806352
2024-09-09,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1460.67,1480.09,1440.12,1466.77,60599464
2024-09-16,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1471.67,1489.05,1449.76,1480.01,67845038
2024-09-23,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1485.07,1527.37,1474.31,1520.1,72455236
2024-09-30,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1513.36,1518.91,1376.28,1381.01,118270626
2024-10-07,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1387.96,1395.43,1355.96,1366.64,83851526
2024-10-14,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1373.96,1374.58,1332.3,1353.89,93644776
2024-10-21,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1361.69,1370.53,1316.74,1322.57,87867540
2024-10-28,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1331.68,1347.62,1315.05,1333.32,46276119
2024-11-04,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1332.53,1334.67,1269.93,1278.64,87115958
2024-11-11,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1273.86,1284.17,1244.53,1262.56,46973909
2024-11-18,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1262.56,1276.4,1212.41,1260.37,67710157
2024-11-25,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1284.87,1299.26,1264.0,1287.06,75973363
2024-12-02,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1282.88,1324.66,1271.97,1306.33,73398411
2024-12-09,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1297.82,1309.77,1234.67,1267.79,91955139
2024-12-16,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1269.93,1275.9,1196.72,1200.51,74177300
2024-12-23,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1210.17,1228.64,1208.37,1216.19,33804316
2024-12-30,2024,Reliance Industries Limited,RELIANCE.NS,NSE,1211.56,1257.03,1201.35,1246.17,52124209
2025-01-06,2025,Reliance Industries Limited,RELIANCE.NS,NSE,1248.96,1265.99,1210.17,1236.96,65148886
2025-01-13,2025,Reliance Industries Limited,RELIANCE.NS,NSE,1225.11,1320.73,1221.52,1297.17,79922863
